"시도별","산업별","항목","시점",데이터
"전국","무도 유흥 주점업","20～29석","2019",319
"전국","무도 유흥 주점업","30～49석","2017",401
"전국","무도 유흥 주점업","30～49석","2018",555
"전국","무도 유흥 주점업","30～49석","2019",614
"전국","무도 유흥 주점업","50～99석","2017",476
"전국","무도 유흥 주점업","50～99석","2018",484
"전국","무도 유흥 주점업","50～99석","2019",371
"전국","무도 유흥 주점업","100석 이상","2017",264
"전국","무도 유흥 주점업","100석 이상","2018",214
"전국","무도 유흥 주점업","100석 이상","2019",242
"전국","생맥주 전문점","사업체수","2017",7194
"전국","생맥주 전문점","사업체수","2018",7562
"전국","생맥주 전문점","사업체수","2019",8035
"전국","생맥주 전문점","9석 이하","2017",227
"전국","생맥주 전문점","9석 이하","2018",220
"전국","생맥주 전문점","9석 이하","2019",238
"전국","생맥주 전문점","10～19석","2017",948
"전국","생맥주 전문점","10～19석","2018",1183
"전국","생맥주 전문점","10～19석","2019",924
"전국","생맥주 전문점","20～29석","2017",1603
"전국","생맥주 전문점","20～29석","2018",1411
"전국","생맥주 전문점","20～29석","2019",2297
"전국","생맥주 전문점","30～49석","2017",1904
"전국","생맥주 전문점","30～49석","2018",2472
"전국","생맥주 전문점","30～49석","2019",1970
"전국","생맥주 전문점","50～99석","2017",2139
"전국","생맥주 전문점","50～99석","2018",1798
"전국","생맥주 전문점","50～99석","2019",2115
"전국","생맥주 전문점","100석 이상","2017",374
"전국","생맥주 전문점","100석 이상","2018",479
"전국","생맥주 전문점","100석 이상","2019",491
"전국","기타 주점업","사업체수","2017",79691
"전국","기타 주점업","사업체수","2018",79761
"전국","기타 주점업","사업체수","2019",75543
"전국","기타 주점업","9석 이하","2017",3397
"전국","기타 주점업","9석 이하","2018",5633
"전국","기타 주점업","9석 이하","2019",6868
"전국","기타 주점업","10～19석","2017",11023
"전국","기타 주점업","10～19석","2018",14944
"전국","기타 주점업","10～19석","2019",12960
"전국","기타 주점업","20～29석","2017",20686
"전국","기타 주점업","20～29석","2018",21788
"전국","기타 주점업","20～29석","2019",20527
"전국","기타 주점업","30～49석","2017",25802
"전국","기타 주점업","30～49석","2018",22296
"전국","기타 주점업","30～49석","2019",21217
"전국","기타 주점업","50～99석","2017",15104
"전국","기타 주점업","50～99석","2018",11818
"전국","기타 주점업","50～99석","2019",11622
"전국","기타 주점업","100석 이상","2017",3680
"전국","기타 주점업","100석 이상","2018",3282
"전국","기타 주점업","100석 이상","2019",2349
"전국","비알코올 음료점업","사업체수","2017",73818
"전국","비알코올 음료점업","사업체수","2018",83445
"전국","비알코올 음료점업","사업체수","2019",93613
"전국","비알코올 음료점업","9석 이하","2017",8388
"전국","비알코올 음료점업","9석 이하","2018",11651
"전국","비알코올 음료점업","9석 이하","2019",13886
"전국","비알코올 음료점업","10～19석","2017",13937
"전국","비알코올 음료점업","10～19석","2018",17389
"전국","비알코올 음료점업","10～19석","2019",19186
"전국","비알코올 음료점업","20～29석","2017",17820
"전국","비알코올 음료점업","20～29석","2018",19604
"전국","비알코올 음료점업","20～29석","2019",18346
"전국","비알코올 음료점업","30～49석","2017",16691
"전국","비알코올 음료점업","30～49석","2018",20524
"전국","비알코올 음료점업","30～49석","2019",23016
"전국","비알코올 음료점업","50～99석","2017",12687
"전국","비알코올 음료점업","50～99석","2018",9387
"전국","비알코올 음료점업","50～99석","2019",14670
"전국","비알코올 음료점업","100석 이상","2017",4295
"전국","비알코올 음료점업","100석 이상","2018",4891
"전국","비알코올 음료점업","100석 이상","2019",4510
"전국","커피 전문점","사업체수","2017",56928
"전국","커피 전문점","사업체수","2018",66231
"전국","커피 전문점","사업체수","2019",76145
"전국","커피 전문점","9석 이하","2017",5100
"전국","커피 전문점","9석 이하","2018",8681
"전국","커피 전문점","9석 이하","2019",10612
"전국","커피 전문점","10～19석","2017",9491
"전국","커피 전문점","10～19석","2018",13048
"전국","커피 전문점","10～19석","2019",15150
"전국","커피 전문점","20～29석","2017",12959
"전국","커피 전문점","20～29석","2018",14429
"전국","커피 전문점","20～29석","2019",13715
"전국","커피 전문점","30～49석","2017",13622
"전국","커피 전문점","30～49석","2018",16920
"전국","커피 전문점","30～49석","2019",19112
"전국","커피 전문점","50～99석","2017",11615
"전국","커피 전문점","50～99석","2018",8483
"전국","커피 전문점","50～99석","2019",13243
"전국","커피 전문점","100석 이상","2017",4140
"전국","커피 전문점","100석 이상","2018",4669
"전국","커피 전문점","100석 이상","2019",4313
"전국","기타 비알코올 음료점업","사업체수","2017",16890
"전국","기타 비알코올 음료점업","사업체수","2018",17214
"전국","기타 비알코올 음료점업","사업체수","2019",17468
"전국","기타 비알코올 음료점업","9석 이하","2017",3288
"전국","기타 비알코올 음료점업","9석 이하","2018",2969
"전국","기타 비알코올 음료점업","9석 이하","2019",3274
"전국","기타 비알코올 음료점업","10～19석","2017",4446
"전국","기타 비알코올 음료점업","10～19석","2018",4341
"전국","기타 비알코올 음료점업","10～19석","2019",4035
"전국","기타 비알코올 음료점업","20～29석","2017",4861
"전국","기타 비알코올 음료점업","20～29석","2018",5175
"전국","기타 비알코올 음료점업","20～29석","2019",4631
"전국","기타 비알코올 음료점업","30～49석","2017",3069
"전국","기타 비알코올 음료점업","30～49석","2018",3604
"전국","기타 비알코올 음료점업","30～49석","2019",3904
"전국","기타 비알코올 음료점업","50～99석","2017",1071
"전국","기타 비알코올 음료점업","50～99석","2018",904
"전국","기타 비알코올 음료점업","50～99석","2019",1427
"전국","기타 비알코올 음료점업","100석 이상","2017",155
"전국","기타 비알코올 음료점업","100석 이상","2018",222
"전국","기타 비알코올 음료점업","100석 이상","2019",196
"서울특별시","음식점 및 주점업","사업체수","2017",123138
"서울특별시","음식점 및 주점업","사업체수","2018",123726
"서울특별시","음식점 및 주점업","사업체수","2019",125740
"서울특별시","음식점 및 주점업","9석 이하","2017",16158
"서울특별시","음식점 및 주점업","9석 이하","2018",19314
"서울특별시","음식점 및 주점업","9석 이하","2019",17046
"서울특별시","음식점 및 주점업","10～19석","2017",20965
"서울특별시","음식점 및 주점업","10～19석","2018",18829
"서울특별시","음식점 및 주점업","10～19석","2019",21447
"서울특별시","음식점 및 주점업","20～29석","2017",23936
"서울특별시","음식점 및 주점업","20～29석","2018",24190
"서울특별시","음식점 및 주점업","20～29석","2019",24342
"서울특별시","음식점 및 주점업","30～49석","2017",30058
"서울특별시","음식점 및 주점업","30～49석","2018",32459
"서울특별시","음식점 및 주점업","30～49석","2019",33765
"서울특별시","음식점 및 주점업","50～99석","2017",23728
"서울특별시","음식점 및 주점업","50～99석","2018",20356
"서울특별시","음식점 및 주점업","50～99석","2019",19715
"서울특별시","음식점 및 주점업","100석 이상","2017",8294
"서울특별시","음식점 및 주점업","100석 이상","2018",8578
"서울특별시","음식점 및 주점업","100석 이상","2019",9426
"서울특별시","음식점업","사업체수","2017",85876
"서울특별시","음식점업","사업체수","2018",85774
"서울특별시","음식점업","사업체수","2019",87607
"서울특별시","음식점업","9석 이하","2017",12766
"서울특별시","음식점업","9석 이하","2018",12475
"서울특별시","음식점업","9석 이하","2019",11856
"서울특별시","음식점업","10～19석","2017",14144
"서울특별시","음식점업","10～19석","2018",12163
"서울특별시","음식점업","10～19석","2019",14202
"서울특별시","음식점업","20～29석","2017",15068
"서울특별시","음식점업","20～29석","2018",17450
"서울특별시","음식점업","20～29석","2019",16945
"서울특별시","음식점업","30～49석","2017",20488
"서울특별시","음식점업","30～49석","2018",22625
"서울특별시","음식점업","30～49석","2019",23064
"서울특별시","음식점업","50～99석","2017",17032
"서울특별시","음식점업","50～99석","2018",15181
"서울특별시","음식점업","50～99석","2019",14690
"서울특별시","음식점업","100석 이상","2017",6379
"서울특별시","음식점업","100석 이상","2018",5880
"서울특별시","음식점업","100석 이상","2019",6850
"서울특별시","한식 음식점업","사업체수","2017",47889
"서울특별시","한식 음식점업","사업체수","2018",46970
"서울특별시","한식 음식점업","사업체수","2019",47337
"서울특별시","한식 음식점업","9석 이하","2017",4411
"서울특별시","한식 음식점업","9석 이하","2018",4303
"서울특별시","한식 음식점업","9석 이하","2019",4053
"서울특별시","한식 음식점업","10～19석","2017",6105
"서울특별시","한식 음식점업","10～19석","2018",6424
"서울특별시","한식 음식점업","10～19석","2019",6184
"서울특별시","한식 음식점업","20～29석","2017",9031
"서울특별시","한식 음식점업","20～29석","2018",8351
"서울특별시","한식 음식점업","20～29석","2019",7794
"서울특별시","한식 음식점업","30～49석","2017",12562
"서울특별시","한식 음식점업","30～49석","2018",14131
"서울특별시","한식 음식점업","30～49석","2019",15560
"서울특별시","한식 음식점업","50～99석","2017",11789
"서울특별시","한식 음식점업","50～99석","2018",10013
"서울특별시","한식 음식점업","50～99석","2019",9228
"서울특별시","한식 음식점업","100석 이상","2017",3991
"서울특별시","한식 음식점업","100석 이상","2018",3749
"서울특별시","한식 음식점업","100석 이상","2019",4518
"서울특별시","한식 일반 음식점업","사업체수","2017",30467
